IdStem;Subplot;Quadra.nb.X;Quadra.nb.Y;Dist.X;Dist.Y
24_4546_1;24;8;7;3,2;8,8
13_3487_1;13;8;6;6,1;0,2
18_4619_1;18;9;3;3,2;3,3
23_1291_1;23;2;8;1,3;8,6
24_4790_1;24;9;7;3;5,5
13_2987_1;13;7;5;1,1;4,4
18_4626_1;18;9;3;5,6;5
23_0478_1;23;1;9;6,8;0,6
13_3528_1;13;8;7;6,6;2,8
23_0476_1;23;1;9;3,9;5,2
24_4497_1;24;8;6;8,3;1,9
13_3527_1;13;8;7;6,9;4,1
18_4620_1;18;9;3;4,5;7,8
23_4235_1;23;9;9;0,2;3,5
24_5111_1;24;9;0;10,6;5,4
13_2608_1;13;6;5;7,1;5,5
18_4621_1;18;9;3;5,6;9,2
23_4237_1;23;9;9;3,5;8,1
13_3525_1;13;8;7;0,3;1,1
18_3701_1;18;7;5;8,6;6,5
13_2677_1;13;6;7;7,1;0,1
24_0228_1;24;0;5;2,6;5,7
13_2839_1;13;7;8;6,6;8,6
18_3599_1;18;7;7;1;8,5
23_4569_1;23;9;2;2;6,6
24_0618_1;24;1;5;1,1;1
13_3691_1;13;9;9;0;0,8
18_3403_1;18;6;7;3,8;8,8
23_3900_1;23;8;2;0,6;9,2
24_2421_1;24;4;9;7,7;0,3
13_2234_1;13;5;2;3,9;4,3
13_3615_1;13;8;9;3,4;3,3
18_3495_1;18;7;9;5,2;4
23_3635_1;23;7;2;8,3;9,5
24_2356_1;24;4;8;10,4;7,1
13_3698_1;13;9;9;7,7;4,6
23_3311_1;23;7;9;3,7;9,2
24_2357_1;24;4;8;6,5;3,9
13_2346_1;13;5;0;9,1;9,8
18_2683_1;18;5;8;0;10
23_3310_1;23;7;9;3,1;8,1
24_2358_1;24;4;8;7,1;0,9
13_1307_1;13;3;2;6,9;4,4
18_1545_1;18;3;9;1,3;0,6
23_3272_1;23;6;9;9,2;7
24_3586_1;24;6;8;3,6;1
13_2561_1;13;6;4;3,1;7
18_2561_1;18;4;8;6,2;4,3
23_3274_1;23;6;9;8,9;2,5
24_2620_1;24;5;7;8;8,5
13_0815_1;13;2;4;7,9;5,9
18_2524_1;18;4;7;9,1;8,3
23_2588_1;23;5;5;9,7;4,1
13_1175_1;13;3;5;3,5;1,5
18_2708_1;18;5;7;9,5;0,3
23_2585_1;23;5;5;1,2;4,1
24_3543_1;24;6;7;4;2,5
13_0034_1;13;0;0;4,2;1,1
18_2526_1;18;4;7;8,5;3,5
24_2242_1;24;4;6;4;8,7
13_0092_1;13;0;2;3,3;1,8
18_3343_1;18;6;5;6,1;6,4
18_2753_1;18;5;6;0;5,4
24_2244_1;24;4;6;8,3;4,1
13_2233_1;13;5;2;2,9;4,8
18_2459_1;18;4;6;5,7;4
23_2143_1;23;4;5;8,7;8,5
24_2681_1;24;5;6;2,8;2,3
23_2646_1;23;5;4;8,3;2,8
13_0563_1;13;1;3;9,1;8,2
18_2852_1;18;5;4;8,1;9
24_2173_1;24;4;5;2,2;5,3
13_0538_1;13;1;4;8,9;3,3
18_2460_1;18;4;6;6,1;2,5
23_3018_1;23;6;3;5;6
24_0989_1;24;2;3;8;6
13_0855_1;13;2;5;3;2,6
23_3068_1;23;6;4;2,2;2,1
24_2880_1;24;5;3;9,9;0,2
13_0858_1;13;2;5;7;6,6
18_2811_1;18;5;5;6,5;1,2
24_1657_1;24;3;2;6;4,2
13_0220_1;13;0;6;7,8;3,2
24_1958_1;24;4;2;9;7
13_1121_1;13;3;7;6,7;1,5
18_2405_1;18;4;5;9,6;1,7
23_2747_1;23;5;2;6,4;4,8
24_1722_1;24;3;1;9;9,8
13_0252_1;13;0;7;4,3;5,8
13_0355_1;13;1;9;7,7;1,2
18_2850_1;18;5;4;4,7;6,5
23_0343_1;23;0;7;5,9;6,3
24_1897_1;24;4;1;6;8,4
18_0386_1;18;0;8;0;2,5
18_2851_1;18;5;4;7,5;8,5
23_1546_1;23;3;6;3,2;3,8
24_3169_1;24;6;1;2,3;4,3
23_1592_1;23;3;5;1,6;7
24_3173_1;24;6;1;5,5;0,2
13_0349_1;13;1;9;2,9;1,1
18_3307_1;18;6;4;0,5;6,3
23_0714_1;23;1;4;1,8;6
24_4176_1;24;7;0;2,1;1,8
13_0350_1;13;1;9;6,3;10,5
18_3306_1;18;6;4;1,6;1,7
24_4345_1;24;8;3;1,6;1,2
13_1919_1;13;5;9;3,5;6,4
18_3305_1;18;6;4;0,3;0,7
23_1076_1;23;2;3;1,5;1,2
24_5010_1;24;9;3;0,1;8,7
13_2026_1;13;5;6;6,1;1,9
18_2339_1;18;4;4;0,4;6,3
23_0772_1;23;1;3;2,8;4,3
24_4436_1;24;8;5;0,8;8,1
13_1989_1;13;5;7;1,4;8,5
24_4893_1;24;9;5;2,2;8,6
13_1956_1;13;5;8;0,8;2,2
18_3769_1;18;7;3;2,5;8,2
23_1999_1;23;4;2;7,8;2,6
24_4845_1;24;9;6;7,9;7
13_3308_1;13;8;2;1;6,6
23_4570_1;23;9;2;0,5;8,9
24_4791_1;24;9;7;1,6;5,8
13_1243_1;13;3;3;0,9;9,5
18_0488_1;18;1;8;0;10,2
24_4792_1;24;9;7;2,4;7
13_0814_1;13;2;4;5,3;3,3
18_1423_1;18;2;7;6,8;2,2
23_4441_1;23;9;4;8,5;6,5
24_3762_1;24;7;8;8;0,9
13_3618_1;13;8;9;0,6;10
18_0539_1;18;1;7;7,1;7,7
18_2457_1;18;4;6;0,1;3
24_2743_1;24;5;5;2,4;6,2
13_2762_1;13;6;9;7,3;9,3
18_0358_1;18;0;7;8,3;5,9
24_4615_1;24;8;8;5,8;0,4
13_0653_1;13;1;0;1,8;5,1
24_4614_1;24;8;8;4,4;4,9
13_0063_1;13;0;1;2,3;4,5
18_1742_1;18;3;4;5,2;6,5
23_3231_1;23;6;8;6,8;6,3
24_0366_1;24;0;8;2,9;9,4
13_0032_1;13;0;0;6,4;6,9
13_0575_1;13;1;2;3,8;3,7
18_1788_1;18;3;3;9,9;8,6
24_1312_1;24;3;9;2,4;2,8
13_0129_1;13;0;3;6,5;1
18_1787_1;18;3;3;6,8;7
24_2420_1;24;4;9;7,2;7,7
13_1242_1;13;3;3;2,3;5,1
13_0383_1;13;1;8;2,2;7,8
18_0322_1;18;0;6;0,7;2,3
23_3542_1;23;7;4;3,2;3
24_1136_1;24;2;6;4,3;7,6
13_0316_1;13;0;9;9,6;9,1
18_0716_1;18;1;3;7,6;7,2
23_3590_1;23;7;3;9,4;8,1
24_1137_1;24;2;6;6,5;5,6
13_0317_1;13;0;9;6,6;8,3
18_2138_1;18;4;1;1,4;7,6
18_2522_1;18;4;7;1,6;4,8
24_2176_6;24;4;5;8,3;6,9
13_1382_1;13;3;0;3,5;1
18_1936_1;18;3;1;7,3;10,2
23_3683_1;23;7;1;1,9;8,5
24_2243_1;24;4;6;5,7;4,7
13_1546_1;13;4;2;8,9;9,7
18_1860_1;18;3;2;2,9;1
23_3681_1;23;7;1;3,9;3,1
24_1088_1;24;2;5;9,7;0,4
18_0200_1;18;0;3;0,6;3,5
23_1449_1;23;3;8;5,3;9
24_1488_1;24;3;5;8,3;9,4
13_2165_1;13;5;3;9,1;7,9
18_1158_1;18;2;2;0;6
23_1486_1;23;3;7;1,7;6,4
24_1490_1;24;3;5;9,4;6,8
13_1708_1;13;4;5;4,9;1,4
18_1160_1;18;2;1;10;10
24_0083_1;24;0;2;3,2;7,6
13_2564_1;13;6;4;5,8;1,6
13_1703_1;13;4;5;0,8;8,5
18_3536_1;18;7;8;0,9;2,3
24_0947_1;24;2;2;9,8;8,7
13_1752_1;13;4;6;8,7;3,8
18_3405_1;18;6;7;4,9;4,3
23_0202_1;23;0;4;6,7;2,2
24_4611_1;24;8;8;1,7;10,2
13_1777_1;13;4;7;2,7;2,9
23_1593_1;23;3;5;7,6;7,9
13_1778_1;13;4;7;4,1;8,5
18_3655_1;18;7;6;1,4;8,1
23_2144_1;23;4;5;8,9;0,3
24_3711_1;24;7;9;5,9;0,3
13_2164_1;13;5;3;3,8;6,6
23_2592_1;23;5;5;3,8;2,8
24_2177_1;24;4;5;6,4;3,7
13_0993_1;13;2;9;3,3;0,4
18_2808_1;18;5;5;2,8;0,8
23_2091_1;23;4;4;8,7;6,3
24_3710_1;24;7;9;6,5;5,9
13_0994_1;13;2;9;5,2;5,9
18_3224_1;18;6;2;8,9;2,6
23_0775_1;23;1;3;5,4;2,3
24_3660_1;24;6;9;5,8;5
13_1006_1;13;3;9;6,5;4,6
23_1118_1;23;2;4;4,3;1,5
24_2535_1;24;5;8;6,6;3,3
13_1005_1;13;3;9;7,3;9,8
23_1631_1;23;3;4;8,2;8,5
24_2621_1;24;5;7;8,6;5,3
18_4656_1;18;9;2;1,4;4,5
23_1080_1;23;2;3;6;1,1
13_2676_1;13;6;7;9;8,7
23_0199_1;23;0;4;0;8,1
23_1042_1;23;2;2;8,6;5
24_3480_1;24;6;6;2,4;6
13_3699_1;13;9;9;7,5;2,9
18_2901_1;18;5;3;0,1;0,8
23_0945_1;23;2;0;2,9;8
24_3483_1;24;6;6;8,1;8,2
13_3752_1;13;9;8;2,4;5,1
18_4588_1;18;9;4;7,2;1,4
23_0946_1;23;2;0;9,5;5,3
24_3411_1;24;6;5;1,3;3,8
13_3792_1;13;9;7;7,3;5,1
18_4680_1;18;9;1;0,7;4,7
24_3479_1;24;6;6;0;2,4
13_3867_1;13;9;5;3,1;7,9
24_5045_1;24;9;2;0;5
13_1602_1;13;4;3;10,1;8,4
18_2523_1;18;4;7;4,7;6,3
23_2591_1;23;5;5;4,4;2,5
13_3816_1;13;9;6;2,9;0,2
24_5077_1;24;9;1;1,8;5,7
13_3865_1;13;9;5;0,1;8,5
18_2682_1;18;5;8;2,7;3
24_2955_1;24;5;2;4,5;1
13_3866_1;13;9;5;0,3;5,3
18_1547_1;18;3;9;2,2;7,7
24_2749_1;24;5;5;9,9;0,2
13_3442_1;13;8;5;6,2;5,6
18_1549_1;18;3;9;6,6;2,7
18_1471_1;18;2;8;1,5;9,3
24_3485_1;24;6;6;4,7;1,2
13_3912_1;13;9;4;8,1;5,8
18_1475_1;18;2;8;8,1;2,2
24_3414_1;24;6;5;4,2;10,3
13_3399_1;13;8;4;1,3;8,2
18_1419_1;18;2;7;3,4;8,5
24_4130_1;24;7;1;2,8;3,9
13_3985_1;13;9;3;9;7,1
18_1607_1;18;3;7;0,8;6,1
24_3052_1;24;5;0;5,1;6,1
13_4034_1;13;9;2;9,3;8,6
18_1418_1;18;2;7;1,8;6,1
24_3004_1;24;5;1;5,8;2,5
13_4032_1;13;9;2;4,2;5,1
18_1741_1;18;3;4;2,2;3
18_1741_2;18;3;4;2,2;3
24_2999_1;24;5;1;4,5;5,4
13_1657_1;13;4;4;8,2;1,8
18_2525_1;18;4;7;7,1;4,9
23_2589_1;23;5;5;8,6;2,8
13_3398_1;13;8;4;1,4;0,4
18_2277_1;18;4;3;2,8;5,7
24_3343_1;24;6;4;0,2;1,5
13_3028_1;13;7;4;1,1;8,2
18_2278_1;18;4;3;4,4;5,3
13_3090_1;13;7;3;6,9;2,4
18_2275_1;18;4;3;1,9;3,8
24_2534_1;24;5;8;7,6;9,4
13_3162_1;13;7;1;1,9;3,2
18_2279_1;18;4;3;6,5;2,9
24_2473_1;24;5;9;3,1;5,9
24_2616_1;24;5;7;0,7;5,8
24_2615_1;24;5;7;3,5;5
18_1279_1;18;2;4;8,2;5,9
24_2533_1;24;5;8;3,4;1,4
18_1280_1;18;2;4;5,1;0,5
24_2622_1;24;5;7;9,7;0,9
18_1221_1;18;2;3;7,9;6,2
24_2682_1;24;5;6;3,8;3,6
13_1654_1;13;4;4;3,8;1,8
13_0066_1;13;0;1;6,4;3,2
23_0774_1;23;1;3;8;5,2
24_0749_1;24;1;2;5,2;4,1
24_2683_1;24;5;6;1,4;4,6
18_1862_1;18;3;2;8,7;3,3
24_2175_1;24;4;5;8,4;7,8
18_2213_1;18;4;2;5,2;3,6
24_1489_1;24;3;5;7,6;6,8
18_1080_1;18;2;1;2,5;5,2
24_1554_1;24;3;4;8;6,8
18_1857_1;18;3;2;2,4;2,3
24_1432_1;24;3;6;9,2;3,9
18_1939_1;18;3;1;3,9;1,3
24_1433_1;24;3;6;6,7;3
18_1937_1;18;3;1;6,9;0,5
24_1434_1;24;3;6;5;1,1
24_1557_1;24;3;4;7,7;2,7
24_1556_1;24;3;4;8,8;1,7
18_0622_1;18;1;5;2,3;4,3
24_1609_1;24;3;3;4,9;4,5
18_2562_1;18;4;8;5,4;0,5
24_2247_1;24;4;6;7,2;0,3
18_0623_1;18;1;5;3;4,9
18_4333_1;18;8;9;7,6;5,4
24_1036_1;24;2;4;5,5;5,2
18_4331_1;18;8;9;6,2;6,7
24_0029_1;24;0;0;3,8;4,6
18_4329_1;18;8;9;0,8;2
24_0139_1;24;0;3;8,6;0,8
18_4195_1;18;8;6;0,9;4
24_0231_1;24;0;5;9,9;6,2
18_4194_1;18;8;6;0,8;0,8
24_0513_1;24;1;8;0,7;4,7
18_4139_1;18;8;5;4,6;3,7
18_3729_1;18;7;4;3,1;8,7
18_3730_1;18;7;4;9,7;8,2
18_4623_1;18;9;3;9,4;2,9
18_3861_1;18;7;1;0,1;6,7
13_1656_1;13;4;4;7,5;6,4
18_2686_1;18;5;7;3,3;0,3
23_2587_1;23;5;5;6,1;9,2
24_2246_1;24;4;6;9,4;0,3
18_3860_1;18;7;1;0,2;2,1
18_4735_1;18;9;0;5,7;4,6
18_3081_1;18;5;0;5;8,3
18_2076_1;18;4;0;0;4,5
18_2144_1;18;4;1;2,6;1,9
18_1859_1;18;3;2;9,6;8,4
18_2903_1;18;5;3;3,1;5,6
18_2276_1;18;4;3;0,4;5,7
13_2563_1;13;6;4;6,3;4,3
18_2681_1;18;5;8;1,4;1,4
23_2548_1;23;5;6;9,7;0,7
18_3443_1;18;6;8;6,2;6
18_2618_1;18;4;9;7,4;0,9
18_2560_1;18;4;8;8,4;8,2
18_2848_1;18;5;4;0,1;9,7
18_0718_1;18;1;3;7,6;2,6
18_1224_1;18;2;3;3,7;0,2
18_0841_1;18;1;1;6,2;7,6
18_0056_1;18;0;0;9,4;2,6
13_2475_1;13;6;2;4,9;6,5
18_2706_1;18;5;7;7,6;4,4
23_2547_1;23;5;6;9;1,9
18_0619_1;18;1;5;0,4;1,9
18_0712_1;18;1;3;4;4,5
18_0203_1;18;0;3;9,3;3,7
18_0102_1;18;0;1;8,2;2,3
18_2139_1;18;4;1;3,7;9
18_2945_1;18;5;2;1,1;0,4
18_1789_1;18;3;3;8,7;6,3
13_2116_1;13;5;4;2,5;1,3
18_2707_1;18;5;7;7,4;8,4
23_2546_1;23;5;6;8,3;5,6
18_2902_1;18;5;3;1,7;7,3
18_1548_1;18;3;9;7,6;3,6
18_3538_1;18;7;8;4,4;7,6
18_3656_1;18;7;6;2,5;9,7
18_3342_1;18;6;5;0;9,8
18_3344_1;18;6;5;7,2;2,8
18_3733_1;18;7;4;4,7;1,4
18_3771_1;18;7;3;3;3,2
18_3107_1;18;6;0;0,9;10,2
18_3981_1;18;8;1;2,4;2,1
23_2545_1;23;5;6;7,2;6,8
18_4625_1;18;9;3;6,1;4,4
18_4138_1;18;8;5;5,6;6,2
18_4197_1;18;8;6;6,6;0,4
18_4512_1;18;9;6;0,7;9,5
18_4432_1;18;9;8;2,5;6,9
18_4239_1;18;8;7;5,1;8,8
18_4297_1;18;8;8;6,8;4,7
13_0618_1;13;1;0;3,3;1,8
13_0652_1;13;1;0;0,3;0,7
13_2120_1;13;5;4;5,5;2,3
13_2119_1;13;5;4;5,7;4,9
18_2684_1;18;5;8;6,6;8,3
13_2117_1;13;5;4;4,8;6,6
18_2685_1;18;5;7;8,5;9,1
23_2544_1;23;5;6;4,7;9,5
24_2614_1;24;5;7;3,1;5,2
13_0758_1;13;2;2;1,5;3,3
18_0149_1;18;0;2;4,3;1,1
24_0748_1;24;1;2;5,4;5,7
13_2560_1;13;6;4;2,6;2,7
23_2203_1;23;4;6;9;5,4
24_2619_1;24;5;7;6,5;8,7
18_2558_1;18;4;8;3,9;9,5
23_1548_1;23;3;6;8,8;8,5
24_2538_1;24;5;8;9,5;0,3
13_2535_1;13;6;3;6,8;7,3
24_2537_1;24;5;8;9,8;0,2
18_2559_1;18;4;8;4,1;9,8
24_2536_1;24;5;8;8,1;1,6
23_2254_1;23;4;7;4,9;0,3
24_2617_1;24;5;7;3;7,1
23_2249_1;23;4;7;3,9;4,6
18_2616_1;18;4;9;1,4;8,3
13_1754_1;13;4;6;6;0,8
18_2617_1;18;4;9;5,2;4,3
13_1705_1;13;4;5;6,1;8,3
23_2293_1;23;4;8;3,3;1,9
13_0763_1;13;2;2;6,4;2,5
23_0092_1;23;0;2;1,4;1,1
24_0747_1;24;1;2;7,2;5
13_0030_1;13;0;0;3,2;2,4
23_0024_1;23;0;0;7,5;2,8
24_0027_1;24;0;0;2,7;0,7
18_2655_1;18;5;9;3,5;4,4
24_2294_1;24;4;7;1,7;7,7
13_2367_1;13;6;0;0,4;0,8
18_2367_1;18;4;5;4,3;7
23_2296_1;23;4;8;7,9;2
13_2077_1;13;5;5;5,3;2,8
23_2297_1;23;4;8;6,8;1,2
23_2251_1;23;4;7;9,3;9,1
13_2761_1;13;6;9;1;6,6
23_2252_1;23;4;7;7,2;5,3
13_2606_1;13;6;5;2,1;5,1
13_3175_1;13;7;0;8,7;0,9
18_3175_1;18;6;2;2,7;6
23_2253_1;23;4;7;8;3,5
13_2607_1;13;6;5;2,4;0,9
18_3494_1;18;7;9;10;8,8
23_2487_1;23;5;7;3,6;3,7
13_2025_1;13;5;6;9,7;0
18_3466_1;18;6;9;9,2;6,1
23_2489_1;23;5;7;2,6;7,2
24_2295_1;24;4;7;1,3;8,8
13_2638_1;13;6;6;1;2,4
18_3468_1;18;6;9;7,8;4,1
23_2488_1;23;5;7;4,5;5,2
13_2076_1;13;5;5;6,3;9,5
23_2491_1;23;5;7;8,9;4,5
24_2415_1;24;4;9;0,8;2,8
18_0150_1;18;0;2;10;0
13_2075_1;13;5;5;5,9;10
18_3442_1;18;6;8;1,7;8,8
24_2422_1;24;4;9;5,3;2,1
23_2435_1;23;5;8;4,8;0,5
24_2419_1;24;4;9;4,3;7,5
13_2073_1;13;5;5;3,1;3,5
13_2074_1;13;5;5;1,5;5,6
18_2755_1;18;5;6;8,6;8,8
23_2430_1;23;5;8;2;1,4
24_1428_1;24;3;6;1,3;6,7
13_1751_1;13;4;6;4,9;5,1
18_3402_1;18;6;7;0,5;4,4
23_2431_1;23;5;8;1;2,9
24_2417_1;24;4;9;0,2;8,2
13_1753_1;13;4;6;8,6;4,2
23_2432_1;23;5;8;1,2;2,4
18_3440_1;18;6;8;0,4;1,1
23_2433_1;23;5;8;1,2;6,8
18_3404_1;18;6;7;8,3;7,3
24_2476_1;24;5;9;3,8;1,5
13_2639_1;13;6;6;2,7;8,5
18_3535_1;18;7;8;2,2;0
23_2380_1;23;5;9;3,9;0,4
13_2024_1;13;5;6;7,6;8
24_2474_1;24;5;9;7,4;7,2
18_3539_1;18;7;8;4,2;8,1
23_2385_1;23;5;9;9,1;1,8
24_2475_1;24;5;9;10,9;7,6
13_0096_1;13;0;2;7,9;3,7
18_0205_1;18;0;3;5,8;0,5
23_0773_1;23;1;3;0;6,8
24_0472_1;24;1;9;2,1;4
24_0702_1;24;1;3;5,4;1,4
13_2674_1;13;6;7;2,2;2,9
18_3540_1;18;7;8;5,6;7,1
18_3541_1;18;7;8;7,1;6,6
23_1447_1;23;3;8;9,8;8,5
24_3658_1;24;6;9;4,3;8,3
13_1990_1;13;5;7;4,1;6,4
24_3657_1;24;6;9;2,4;6,5
13_1991_1;13;5;7;7,7;7,2
23_1448_1;23;3;8;10;7,2
24_3656_1;24;6;9;2,6;4,3
13_1961_1;13;5;8;6,6;3,8
23_2340_1;23;4;9;2;0,7
24_3661_1;24;6;9;6,3;4
13_1957_1;13;5;8;3,3;1,9
23_1416_1;23;3;9;10,1;2,7
24_3659_1;24;6;9;5,6;7,9
18_3370_1;18;6;6;5,1;6,9
23_2345_1;23;4;9;1,4;4,1
13_1988_1;13;5;7;1,6;1,8
18_3341_1;18;6;5;0;9,6
23_2343_1;23;4;9;2,5;5,1
13_2023_1;13;5;6;3,1;9,5
18_3340_1;18;6;5;0;8,4
23_2344_1;23;4;9;2,9;6,8
13_0095_1;13;0;2;7,3;3,9
18_0152_1;18;0;2;9;10
23_0151_1;23;0;3;7,5;5
23_0197_1;23;0;4;1,7;6,8
24_0700_1;24;1;3;6,7;4,6
13_1783_1;13;4;7;4,9;1,4
18_3105_1;18;6;0;4,3;5
23_2342_1;23;4;9;1,3;6,2
13_1782_1;13;4;7;7,5;3,6
13_1780_1;13;4;7;9,2;3,4
18_3371_1;18;6;6;9;2,8
23_2347_1;23;4;9;7,9;8
24_3709_1;24;7;9;0,7;3,1
13_1781_1;13;4;7;8,3;3,8
13_1779_1;13;4;7;5,7;6,9
18_3659_1;18;7;6;9,8;6,1
18_3658_1;18;7;6;8,7;6,9
23_2383_1;23;5;9;4,6;8,3
13_1958_1;13;5;8;1,4;7,9
23_3270_1;23;6;9;3,8;7,2
24_3588_1;24;6;8;0,7;7,6
13_1960_1;13;5;8;7,2;9,1
24_3587_1;24;6;8;1,6;6,4
13_1959_1;13;5;8;6,9;9,6
18_3600_1;18;7;7;6,2;0,3
23_3266_1;23;6;9;0,6;0,7
23_3269_1;23;6;9;2;1,9
13_1920_1;13;5;9;6,2;0,5
13_0065_1;13;0;1;8,8;9,4
18_0777_1;18;1;2;0,6;6,7
23_0149_1;23;0;3;4,8;2,7
23_0632_1;23;1;6;9,7;3,2
24_0701_1;24;1;3;6,3;4,9
13_1917_1;13;5;9;4;1,6
18_3700_1;18;7;5;0,8;5
23_3267_1;23;6;9;2,2;0
24_3759_1;24;7;8;2,8;9,5
13_1916_1;13;5;9;1,9;1,3
23_3230_1;23;6;8;1,8;7,4
18_3345_1;18;6;5;8,6;0,5
24_3758_1;24;7;8;4,6;4,6
24_3760_1;24;7;8;7,4;4,9
13_1821_1;13;4;8;9,8;9,2
13_1918_1;13;5;9;1,8;8,1
24_3763_1;24;7;8;3,2;0,4
24_3820_1;24;7;7;5,9;6,8
24_3818_1;24;7;7;4,5;3,8
13_1866_1;13;4;9;8,4;7,4
18_3731_1;18;7;4;5,6;4,2
23_3353_1;23;7;8;3;4,6
24_3817_1;24;7;7;3,4;1,4
13_1864_1;13;4;9;6,9;7,9
18_3732_1;18;7;4;8,2;0,5
23_3354_1;23;7;8;3,4;9,1
24_3548_1;24;6;7;9,3;5,2
13_1865_1;13;4;9;6,5;6
24_3819_1;24;7;7;1,1;6,3
13_0064_1;13;0;1;6,4;7,7
18_0151_1;18;0;2;7;7,1
24_0698_1;24;1;3;4,2;7,5
13_1867_1;13;4;9;6,9;4,3
18_3261_1;18;6;3;9,5;8
13_1863_1;13;4;9;3;8,3
23_3309_1;23;6;9;10,1;4,8
24_3547_1;24;6;7;7,4;6,9
18_3262_1;18;6;3;6;4,5
23_3271_1;23;6;9;9,6;7,8
24_3590_1;24;6;8;8,3;0,3
24_3544_1;24;6;7;3,2;7,6
13_1862_1;13;4;9;2,7;1,7
18_3259_1;18;6;3;3,3;6,6
24_3545_1;24;6;7;2,6;9,6
18_3260_1;18;6;3;0,5;8
24_3542_1;24;6;7;2,7;2
13_1820_1;13;4;8;3,8;8,5
18_3768_1;18;7;3;0,3;2,3
13_2760_1;13;6;9;1,6;3,7
23_3313_1;23;7;9;6,4;1,8
18_3770_1;18;7;3;4;3
18_3820_1;18;7;2;5,7;9,6
24_3482_1;24;6;6;6,3;7
13_0093_1;13;0;2;0,7;4,7
18_0778_1;18;1;2;1,4;9
24_0138_1;24;0;3;9,7;5,7
18_3819_1;18;7;2;2,2;8,2
24_3867_1;24;7;6;2,6;8,5
18_3222_1;18;6;2;6,4;6,8
23_3355_1;23;7;8;9,3;8,6
24_3868_1;24;7;6;7,2;9,6
18_3223_1;18;6;2;6,3;7,5
23_3356_1;23;7;8;7,7;5
13_2709_1;13;6;8;4,5;9
18_3221_1;18;6;2;0,5;6,9
24_3869_1;24;7;6;7,2;8,9
13_2759_1;13;6;9;2,8;1,9
18_2947_1;18;5;2;9,3;1,6
24_3866_1;24;7;6;1;3,7
13_2708_1;13;6;8;2,6;3,9
24_3865_1;24;7;6;1,1;2,5
13_2675_1;13;6;7;2,6;10,2
24_3484_1;24;6;6;6;0
23_3192_1;23;6;7;9,3;6,9
23_3193_1;23;6;7;9,3;5,7
18_3864_1;18;7;1;7,3;7,9
23_3194_1;23;6;7;7,2;4,3
23_3396_1;23;7;7;2,2;2,7
24_3412_1;24;6;5;1,5;7,7
13_0094_1;13;0;2;2,3;9,4
18_0779_1;18;1;2;3,7;7,7
24_0696_1;24;1;3;0,3;6,8
18_3862_1;18;7;1;2,9;7,6
18_3866_1;18;7;1;5,1;3,3
23_3481_1;23;6;7;4,8;1,1
24_3410_1;24;6;5;0,3;3,3
13_3617_1;13;8;9;0,9;5,5
13_3616_1;13;8;9;1,9;3,9
13_3614_1;13;8;9;1,5;1,8
23_3455_1;23;7;6;1,9;8
24_3415_1;24;6;5;9,3;5,3
13_3571_1;13;8;8;1,7;9,5
18_3147_1;18;6;1;7;4,9
24_3919_1;24;7;5;5,9;5,2
18_3146_1;18;6;1;2,1;5,7
24_3923_1;24;7;5;5,7;0,8
13_2795_1;13;7;9;8,4;2,2
24_3922_1;24;7;5;7,2;1,6
18_3148_1;18;6;1;7,2;0,1
23_3397_1;23;7;7;9,2;7,7
23_3398_1;23;7;7;10;5,4
24_3979_1;24;7;4;6,8;8
13_0124_1;13;0;3;2;0,7
18_0783_1;18;1;2;7,5;4,3
18_4140_1;18;8;5;0,3;0,1
23_0201_1;23;0;4;6,7;6
24_0697_1;24;1;3;0,3;7,6
23_3399_1;23;7;7;10,2;3,5
24_3978_1;24;7;4;5,8;6,8
13_2880_1;13;7;7;2,9;9,7
18_3106_1;18;6;0;5,2;4
23_3457_1;23;7;6;7,2;9
24_3977_1;24;7;4;3,8;7,5
13_2882_1;13;7;7;4,3;5,8
18_3889_1;18;7;0;3,2;0,4
23_3456_1;23;7;6;4,5;7,1
24_3416_1;24;6;5;9,1;1,2
13_3526_1;13;8;7;1,4;3,9
18_3890_1;18;7;0;2,9;6,5
24_3918_1;24;7;5;0;5,4
18_3891_1;18;7;0;5;5,6
23_3454_1;23;7;6;3,4;5,3
24_3346_1;24;6;4;9,4;5,7
13_3570_1;13;8;8;2,6;0,6
18_3892_1;18;7;0;6;5,5
24_3345_1;24;6;4;10;5,8
18_3893_1;18;7;0;5,9;3,1
13_2931_1;13;7;6;9,5;7,8
18_3939_1;18;8;0;1,6;6,5
18_3940_1;18;8;0;2,8;4,8
23_3110_1;23;6;5;3,8;2,8
24_3344_1;24;6;4;0,2;1,5
13_0125_1;13;0;3;1,8;1,4
18_0711_1;18;1;3;4,7;3,9
24_0136_1;24;0;3;1,8;1,9
18_3865_1;18;7;1;9,3;2,7
23_3109_1;23;6;5;4,1;1,1
23_3273_1;23;6;9;9,1;5
24_3342_1;24;6;4;0,2;0,6
13_2929_1;13;7;6;0,3;8,8
18_3982_1;18;8;1;2,4;5,9
23_3113_1;23;6;5;4,6;0,3
24_3270_1;24;6;3;5,7;3,5
13_2640_1;13;6;6;7,5;9,1
23_3069_1;23;6;4;2,2;6,5
24_3269_1;24;6;3;7,5;3,9
13_2678_1;13;6;7;6,2;2,4
24_3268_1;24;6;3;9;4,6
18_3941_1;18;8;0;7,5;9,4
23_3543_1;23;7;4;0,7;6,1
24_3976_1;24;7;4;1,6;0,1
13_2989_1;13;7;5;0,1;9,2
